,DescricaoTaxaPerformance__c,DescricaoTributacao__c,FamiliaCarteira__c,FiltroValorMinimo__c,ProdutoId,LucroMesAnterior__c,PatrimonioLiquidoAtual__c,RentabilidadeAno__c,RentabilidadeFundoUltimos36Meses__c,RentabilidadeMes__c,RiscoAtivo__c,TipoCarteira__c,label
264,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B5,15%,Renda Variável,500000.0,a0W6A00000Aa9KwUAJ,435415664.0,27689026781.0,621672202.0,12325971778.0,178485021.0,5.0,FIC de Fundo de Ações,2
265,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W6A00000AcB3UUAV,7369192.0,99472326652.0,36132011.0,3718310894.0,28741639.0,4.0,FIC de Fundo Multimercado,1
266,Não,15%,Renda Variável,100000.0,a0W6A00000AcB8eUAF,309428777.0,33276875617.0,56652665.0,10503925657.0,249381298.0,5.0,FIC de Fundo de Ações,0
267,20% sobre o que exceder a 100% do IPCA + 6%,Come Cotas,Renda Fixa,100000.0,a0W6A00000AcuL0UAJ,240205662.0,45415774106.0,34029447.0,8224439872.0,97741013.0,5.0,FIC de Fundo Multimercado,0
268,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,a0W6A00000AcuYxUAJ,453170205.0,36255699362.0,684132934.0,0.0,220949936.0,5.0,FIC de Fundo de Ações,0
269,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,50000.0,a0W6A00000AcujrUAB,164532678.0,28576010982.0,197413391.0,2848597663.0,32348475.0,5.0,FIC de Fundo Multimercado,0
270,Não,Come Cotas,Renda Fixa,30000.0,a0W6A00000Au1DBUAZ,36740826.0,16626829805.0,4.177962e+16,2245731202.0,5020349.0,2.0,Fundo de Renda Fixa,3
271,Não,Come Cotas,Renda Fixa,30000.0,a0W6A00000Au2GSUAZ,38401621.0,60758055555.0,44483624.0,2293522369.0,6058736.0,3.0,Fundo de Renda Fixa,1
272,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,30000.0,a0W6A00000Au4EOUAZ,42739295.0,46060713181.0,46652255.0,2474727327.0,3896307.0,4.0,FIC de Fundo de Renda Fixa,1
273,20% sobre o que exceder a 100% do IPCA + 5%,Come Cotas,Renda Fixa,1000.0,a0W6A00000Au4QWUAZ,81559541.0,17945583813.0,93308714.0,2443552772.0,11654122.0,4.0,FIC de Fundo Multimercado,1
274,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,1000.0,a0W6A00000Au4UiUAJ,55859262.0,3576489085.0,58752094.0,0.0,2876762.0,4.0,FIC de Fundo Multimercado,1
275,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,200000.0,a0W6A00000Awa5YUAR,38342582.0,511146115.0,54220002.0,0.0,15816775.0,4.0,FIC de Fundo Multimercado,2
276,20% sobre o que exceder a 100% do IBX,15%,Renda Variável,10000.0,a0W6A00000AwaR2UAJ,211837451.0,9737344773.0,376360876.0,5629294652.0,161110501.0,5.0,FIC de Fundo de Ações,0
277,20% sobre o que exceder a 100% do CDI,Come Cotas,Renda Fixa,100000.0,a0W6A00000B1R9qUAF,-20596353.0,39610123827.0,-32520604.0,2862925162.0,-11948861.0,3.0,Fundo Multimercado,1
278,20% sobre o que exceder a 100% do IBRX 100,15%,Renda Variável,50000.0,a0W6A00000BDZuYUAX,-142995394.0,72705027186.0,17000716.0,0.0,162317171.0,5.0,FIC de Fundo de Ações,0
279,20% sobre o que exceder a 100% do IPCA + YIELD do IMA-B,15%,Renda Variável,50000.0,a0W6A00000BDaCYUA1,58327809.0,23078128981.0,105366497.0,0.0,46765913.0,5.0,FIC de Fundo de Ações,0
280,20% sobre o que exceder a 100% do IPCA + 6%,15%,Renda Variável,50000.0,a0W6A00000BDcCFUA1,-275563465.0,359875961323.0,77451047.0,16623204548.0,3.6301796e+16,5.0,FIC de Fundo de Ações,0
281,20% sobre o que exceder a 100% do IBOVESPA,15%,Renda Variável,10000.0,a0W6A00000BIy6eUAD,159309426.0,233470133609.0,412012252.0,0.0,248740161.0,5.0,Fundo de Ações,0
